,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
123,John J. Rainone,Virginia,President of @DSLCC | #FirstGen | #CFRE | Husband | Father | #Rotarian | #comm_college | #highered | #KindnessMatters | Tweets are my own,2013-07-29 12:34:56,2124,1539,5701,False,2020-07-25 12:23:41,"About 22,000 nonprofits will eventually close their doors for good as a result of the current economic crisis, acco… https://t.co/2PSnJgFVfd",,Twitter for iPad,False
124,LatestLY,"Mumbai, India","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd",2017-02-07 05:41:28,62622,348,97,True,2020-07-25 12:23:41,Punjab Govt Warns People Not to Click on Any URL Circulated via SMS/WhatsApp Claiming COVID-19 Relief Package of Rs… https://t.co/tOVrae0N2V,,TweetDeck,False
125,Covid and Yossarian,,"A strip about Covid that is funny, smart and has good art.",2020-05-12 12:56:56,7,0,4,False,2020-07-25 12:23:32,The worst type of spread. #COVID19 #COVIDー19 #COVIDIOTS https://t.co/zyhtCU0A4B,"['COVID19', 'COVIDー19', 'COVIDIOTS']",Twitter Web App,False
126,IAM Platform,Worldwide,"Curation | Tools | Tips | Services

IAM Platform powers IAM Network:

GO: https://t.co/OJVc7LULBT

Blog | Social | Podcast | Code Trove",2010-12-13 21:24:29,17815,14941,65440,False,2020-07-25 12:23:32,"Wells Fargo Tightens Purse Strings to Ride Out Coronavirus Pandemic 

READ MORE: https://t.co/c86mzwRrnK

#cdc… https://t.co/TJIxxLyVhQ",['cdc'],IAMBLOG2TWITTER,False
127,Gerald Butts 🇨🇦 😷🖐🧼🤚,,"Working on climate change and macro. Keeping a sense of humour. Vice-Chairman @EurasiaGroup. Cape Bretoner. Priors: Campaigns, PMO, OPO, @WWF, @mcgillu.",2010-11-06 15:51:22,81425,2249,13128,True,2020-07-25 12:23:31,"This is a really informative and interesting 🧵. Lots to think about, especially if you have school age kids.… https://t.co/hBee6ZGnYA",,Twitter for iPhone,False
128,⚽️àłëçîâ-b 🏆🏆,"Leeds, ",be a voice not an echo,2011-12-01 14:42:31,256,1123,3649,False,2020-07-25 12:23:28,"@travellerboxers Agreed !!  💯% 
 But why I mean, what exactly was his problem with travellers ❤️
 He needs educatin… https://t.co/TdlxiJKpCV",,Twitter for iPhone,False
129,Coronavirus Updates - Alexander Higgins,,An independent citizen journalist that aggregates and reports on news and political issues with a focus on government corruption and environmental activism.,2010-05-02 03:52:20,17463,6810,9897,False,2020-07-25 12:23:26,"Veteran Affairs reports 252 new cases and 13 new deaths bringing total confirmed cases there to 35,563 and 1,980 to… https://t.co/92FnCL6EVR",,Alexander Higgins,False
130,NO PLANET “B”,,"Interested in Politics, local issues & news in the Dublin North West Constituency covering Finglas, Hampton Wood, Glasnevin, Santry, Ballymun. views r my own.",2016-02-18 12:26:01,470,2361,2642,False,2020-07-25 12:23:25,Irish home / commercial building model is the perfect breathing groung for the #COVID19  virus. Each trade is treat… https://t.co/YNyXtWrnCC,['COVID19'],Twitter for iPhone,False
131,Jessica Roland,"New York, NY","Policy & Advocacy @WomenDeliver | @FletcherSchool | Women, Peace & Security, mass atrocities, & transitional justice | Views My Own",2015-05-20 18:20:41,2314,1923,12908,False,2020-07-25 12:23:24,"""Think-piece on Gender and Climate Change in the context of #COVID19""

https://t.co/BJE2s3WtG7

@parimitaenergy… https://t.co/cVGpy53RNK",['COVID19'],Twitter Web App,False
132,Leicestershire CC,"Leicestershire, United Kingdom",Bringing you news and updates from the County Council. We'll try to reply as quickly as we can during office hours.,2010-12-14 13:57:13,19996,1777,3705,False,2020-07-25 12:23:24,"#Leicestershire residents – if you develop any #Covid19 symptoms, even mild ones, book a test immediately at… https://t.co/Nmz8sJORJp","['Leicestershire', 'Covid19']",CrowdControlHQ,False
133,golden child☄️☝🏾,,Long Live Hannah💔🕊. Long Live Stuckey💔🥺,2015-08-10 22:16:33,37,350,147,False,2020-07-25 12:23:24,I’m emotionally exhausted find my way coming soon ‼️#my200vsbutch200 #royalehightrades #alreadyvideo #MTVHotttest… https://t.co/LsqaRfGoAn,"['my200vsbutch200', 'royalehightrades', 'alreadyvideo', 'MTVHotttest']",Twitter for iPhone,False
134,Siddarth Srinivas,"Chennai, India","Engineer turned entertainment journalist contributing for @OnlyKollywood. Here to celebrate cinema, music and cricket.",2011-09-10 17:36:08,68681,2110,11963,True,2020-07-25 12:23:21,"Actor @VishalKOfficial and his father Mr. GK Reddy tested positive for #Covid19 a couple of weeks ago.

#Vishal's f… https://t.co/6kk3mBMcIQ","['Covid19', 'Vishal']",Twitter for Android,False
135,Nina Bafouni ANutr,"London, England",Nutritionist. PT. Workplace Wellness Coach. Interested in Lifestyle Medicine & Sports Nutrition.Former TKD athlete🥋💚Cooking👩🏼‍🍳Wellness Retreats in 🇬🇷,2015-03-20 20:48:31,113,275,284,False,2020-07-25 12:23:19,Just imagine...going back to sitting on an average of nearly 6.2 DAYS / year in the car in standstill traffic in Lo… https://t.co/kReiLNFqav,,Twitter for iPhone,False
136,James Wilson,"Kerala, India","Civil engineer, data analyst, my allegiance is to facts alone, highly opinionated, beware! Crushes? water, law, finance, policy, books & DSLR 🥂",2009-08-21 13:55:36,50389,915,32680,False,2020-07-25 12:23:19,"Global fatalities chart for the last 24 hours..#COVID19 

1. Bolsonaro
2. Trump
3. Modi https://t.co/D7BHp4xEE3",['COVID19'],Twitter for Android,False
137,Shayna Baruch,"Goa, India.",Anomalous MelPhleg who is a proud foodie 🤪🙃,2009-12-14 03:26:49,69,27,9,False,2020-07-25 12:23:15,"You don't drown by falling into a river, but by staying submerged in it.

#facts #SaturdayMotivation #truth… https://t.co/Cl9uVqkTUK","['facts', 'SaturdayMotivation', 'truth']",Twitter for Android,False
138,The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,2012-01-21 16:23:26,22662,109,91,True,2020-07-25 12:23:15,#COVID19:  #UttarPradesh CM @myogiadityanath directs officials to enhance #COVID-19 testing capacity to one lakh te… https://t.co/k67oJRG3Q8,"['COVID19', 'UttarPradesh', 'COVID']",Twitter Web App,False
139,"Nipun Chopra, PhD","Indianapolis, IN","Neurodegeneration researcher. @DepauwU grad turned Assistant Professor. ⚽️ and 🐶 lover. Staff writer, @soctakes . @soccerreporters V-Pres.",2012-04-04 18:43:19,5377,1453,39671,False,2020-07-25 12:23:14,"Sounds like Plandemic is about to get a second life. Here’s a thread from it’s first run, that debunks its major cl… https://t.co/uGOPrGxbCp",,Twitter for iPhone,False
140,EJ,USA,Grateful and present. We all have a positive role to play. Find yours and get in character. My views are mine.,2009-06-04 15:52:03,685,2221,11301,False,2020-07-25 12:23:13,"@princesscaro85 @NVGOP @marquezjesso @andylukechoi @FlocchiniAmanda @LaCubanaMisfit You should know better. Trump,… https://t.co/mEmjKjB4eN",,Twitter for iPhone,False
141,Rich,"Ipswich, England",32. Brummie. Professional. Wolves and Lewis Hamilton,2009-06-22 12:50:26,1169,3404,8936,False,2020-07-25 12:23:12,"For me, someone who has been affected by social anxiety, wearing a face mask is amazing. I feel slightly hidden fro… https://t.co/t5zBRcraUp",,Twitter for iPhone,False
142,Dorri 🌊 ❄️ ✍️,"Chelsea, NYC","Manhattan-born dog lover whose head is exploding. Plz post gallows humor memes...STAT. Let's connect!  
#freelance #amwriting #binders #voteblue #TimesUp #MeToo",2009-05-14 23:38:37,28615,21182,43131,False,2020-07-25 12:23:08,@badbitchinaz I’d pay the Republicans to leave America #VoteBlue2020 #VoteForBiden #VoteBlueToEndThisNightmare… https://t.co/bGRMueT7WS,"['VoteBlue2020', 'VoteForBiden', 'VoteBlueToEndThisNightmare']",Twitter for iPhone,False
143,Hanoitimes,"Hanoi, Vietnam","Online newspaper: News about Hanoi, the capital of Vietnam
https://t.co/UEIpgY9LQb
https://t.co/E2eRz4ECDm",2017-10-10 02:14:58,506,135,31,False,2020-07-25 12:23:05,Vietnam’s high level of preparedness to prevent Covid-19 spread: Deputy PM #Vietnam #covid19 #coronavirus #ncov… https://t.co/H2hJRzkEZl,"['Vietnam', 'covid19', 'coronavirus', 'ncov']",Twitter Web App,False
144,Cesar H Hernandez,,"Humanista Cristiano de izquierda. 💯% Humanist, Christian (left party)",2009-12-20 21:52:24,1334,726,190957,False,2020-07-25 12:23:04,@KGeorgieva @Lenin You're totally wrong. Ecuador is the Latin American country with the most causable mortality wit… https://t.co/w1xlNgLeSJ,,Twitter for Android,False
145,Spirit,"New Brunswick, Canada",,2011-05-17 13:09:03,63,2319,14778,False,2020-07-25 12:23:04,"@CBCTheHouse @PattyHajdu @CochraneCBC #Covid19 Fatigue, people in front lines we cannot replace,  that is #Fatigue!… https://t.co/8pk0Vik8gX","['Covid19', 'Fatigue']",Twitter Web App,False
146,PCE,Exeter,"Unified communication solutions for safer, smarter working",2012-04-11 13:03:20,488,496,1073,False,2020-07-25 12:23:04,We provided a North Devon tourist attraction with a digital #twowayradio solution even before #COVID19 struck. As w… https://t.co/kLwJHahlkq,"['twowayradio', 'COVID19']",Buffer,False
147,Illustrated London,,Buy a print for your wall and look out onto any part of London.,2020-07-25 12:04:11,1,13,0,False,2020-07-25 12:23:03,Mask Print #1 (Londoners Wear Masks) https://t.co/N1zwBuf1No #MaskUp #mask #Masks #MaskMoaners #COVID19 #COVIDー19… https://t.co/W7uBNQomP2,"['MaskUp', 'mask', 'Masks', 'MaskMoaners', 'COVID19', 'COVIDー19']",Twitter Web App,False
148,Eskimokisses,,"Jersey Girl/AK Tough/WA tears/OR Life. Finance Manager/Lover of Horses, all animals.
Italian, Irish, Polish, German and Mom of a Native American. I am America!",2020-06-02 06:45:55,99,763,2893,False,2020-07-25 12:23:02,"#RepublicansForBidenNow #COVID19 
Republican Group Uses Trump's Own Words Against Him In Searing Swing-State Ad… https://t.co/9fhivsvvHf","['RepublicansForBidenNow', 'COVID19']",Twitter Web App,False
149,Stella Infused Gammon Trigger,,They call me Trigger!,2020-05-11 14:34:22,10,193,132,False,2020-07-25 12:22:58,@SkyNews Of course it's #COVID19 and absolutely nothing to do with this diabolical government who had almost triple… https://t.co/7JnGp3JLZW,['COVID19'],Twitter Web App,False
150,Dr. Harry E. Taylor,"Syracuse, NY",#BlackandSTEM | #HIV scientist @SUNY Upstate | #Immunometabolism & host-pathogen interactions | @Morehouse Man & @HopkinsMedicine alum | NJ Born and Raised,2015-05-29 13:19:05,773,1205,2590,False,2020-07-25 12:22:58,I had the opportunity to discuss the legacy of mistrust that Black communities have towards the medical community a… https://t.co/6EBJDIzuZT,,Twitter for iPhone,False
151,Resist2020,United States,#blacklivesmatter #notmypresident #lovetrumpshate #disgustedamerican #dosomething,2010-07-18 20:57:33,89,245,12529,False,2020-07-25 12:22:55,How about everyone can spread #COVID19. Another study not accurate! https://t.co/8h5OC3AzYq,['COVID19'],Twitter for iPhone,False
152,WLF_NigeriaAmbassadors2020,,We are the World Literacy Foundation Nigeria Ambassadors. Our objective is to raise awareness to promote skills among children and adolescents.,2020-07-23 14:30:15,9,10,1,False,2020-07-25 12:22:54,"Learning is fun, interesting and surprisingly quite easy. Let’s join WLF Nigeria Ambassadors to promote learning a… https://t.co/rj1wtaf3uV",,Twitter for iPhone,False
153,YourTV Windsor,"Windsor, Ontario",YourTV is an exclusive service provided to Cogeco television subscribers in the Windsor/Leamington area featuring local content available in HD on channel 700.,2012-09-03 18:27:28,2719,354,7362,False,2020-07-25 12:22:53,Today's the day for #TheBigSpend to buy local &amp; support our #COVID19 rebuilding process. Shop at a local small busi… https://t.co/4xXcPttzqg,"['TheBigSpend', 'COVID19']",Twitter Web App,False
154,Make America SANE Again,,writer-in-waiting (or in-process); Liberal (NOT a dirty word); Outraged (aren’t you?); #DemocratsAndRepublicansForImpeachment; #Resistance,2011-01-01 16:51:46,168,307,9615,False,2020-07-25 12:22:44,"@realDonaldTrump You mean you actually did your JOB after almost 4 years of dodging it?

I don’t get thanked for do… https://t.co/gZcEljJQp5",,Twitter for iPad,False
155,Frank Brehany,"Ireland, France, BHX & Wales ","Independent, Podcaster, Media & Broadcast Ambassador (Rate Card). Campaigner (@AMagdaleneRose etc). Justice, Equality, Europe, Politics, Music, Art, interest!",2009-04-08 18:32:03,2093,4978,5266,False,2020-07-25 12:22:43,#TravelTuesday #COVID19 *Excellent data charts which map how CV is progressing through our societies. They are also… https://t.co/TswUuwfSWY,"['TravelTuesday', 'COVID19']",Twitter Web App,False
156,SpaceBird,"Melbourne, Victoria",Seeker of Truths; Lover of Freedoms; Chaser of Political Lies; Mother of Birds; Protector of Animals; Flyer of Drones; Nerd of Sci-fi Monsters; Dreamer of Space,2016-05-07 10:58:00,135,324,2486,False,2020-07-25 12:22:41,"@HouseofBobber @SmithWinstona @BlackManOfKAG @cangal21 What a coincidence, influenza cases are unusually down.… https://t.co/UCeqTLOtIF",,Twitter Web App,False
157,Murthy Journalist,"Hyderabad, India",Journalist,2019-09-14 15:46:17,22124,6,18,False,2020-07-25 12:22:40,"7813 new positive #COVID19 cases reported in #AndhraPradesh from last 24hours 

#APFightsCorona #StayHome https://t.co/MkpUtMvtyZ","['COVID19', 'AndhraPradesh', 'APFightsCorona', 'StayHome']",Twitter for Android,False
158,Magilla Gorilla 39,Mr. Peeble's Pet Shop,"I temporarily live at Mr. Peeble's Pet Shop, but I am hoping to get a permanent home soon.  I'm a focused gorilla detective. Tick, Tock Manitowoc. Tick, Tock.",2020-02-04 19:21:29,1428,95,2741,False,2020-07-25 12:22:40,"(1) Two quick estimates of the Arizona post apex recovery rate:

7/03:  3,849 7d avg Peak #COVID19 Confirmed Cases… https://t.co/Tsi7BpsqJQ",['COVID19'],Twitter Web App,False
159,#FliptheSenate #HoldtheHouse #BLM #ArrestTrump,"Florida, USA","Hate the Orange Nazi Asshole, GOP,""Christian"" conservatives. I'm a fan of truth, justice & the progressive way, of rights for all. #resist #FBR NoDMs NO LISTS",2017-07-27 19:20:51,2617,2773,3,False,2020-07-25 12:22:39,"#AR State Sen. Jason Rapert Preached at a Mask-Free Church; Now He Has COVID https://t.co/J9rcqicIHc 
I'm sorry--is… https://t.co/A6dvDYcP7i",['AR'],Twitter Web App,False
160,Geo,Near Alb,,2009-02-22 16:08:36,41,248,10,False,2020-07-25 12:22:37,Trump hates looking like a loser — right now he looks like one of the biggest losers in U.S. history: op-ed… https://t.co/5W9ybguQuX,,Twitter Web App,False
161,#BBNaija Live Stream,Nigeria,"I convert shipping containers into offices, houses, stalls & swimming pools IG: @container_builds_nigeria #LFC IG-dear.evans",2011-04-05 12:54:31,839,478,676,False,2020-07-25 12:22:31,You want to cheat in WAEC which are you carrying #BBNajia #COVID19 #TachaDanceChallange #SayNoToNipostFee… https://t.co/4sEtgTAPNY,"['BBNajia', 'COVID19', 'TachaDanceChallange', 'SayNoToNipostFee']",Twitter for iPhone,False
162,Breaking Movies,FB.com/BreakMovies,"!!!!! Engine out, completely !!!!!",2010-05-03 06:58:55,23871,1718,22206,False,2020-07-25 12:22:24,"#Kerala Private hospitals #covid treatment rates in ₹
General Ward 2300
HDU 3300
ICU 6500
ICU ventilator 11,500
In… https://t.co/NWgix2xAUj","['Kerala', 'covid']",Twitter for Android,False
163,RebeccaCorn,United States,"BINARY OPTIONS EXPERT🏅
FINANCIAL EXPERT AND MARKET ANALYST🌐
24HRS ONLINE ASSIST💰
CRYPTO MINING COACH📈",2020-04-10 10:57:37,35,58,28,False,2020-07-25 12:22:20,"Due to the epidemic I'm giving $80 - $1000 to any person out there looking, it might not be able to go round but i… https://t.co/BfX03CbW6F",,Twitter for Android,False
164,❌ Romulus ❌,❌,#MAGA Hardworking American living in U.S. where Politicians can make a career from Mismanaging taxpayer money & drafting laws they don't  enforce❌,2013-01-30 09:14:18,3330,4980,25355,False,2020-07-25 12:22:15,@JoeBiden What fight is the creepy and delusional basement dweller referring to? The only battle is keeping… https://t.co/gD8rzRpSc5,,Twitter Web App,False
165,Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,433,1,0,False,2020-07-25 12:22:11,"395 new cases and 3 new deaths in Uzbekistan 

[13:22 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
166,NEWS9,BENGALURU,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",2012-07-12 05:31:57,25592,6,84,True,2020-07-25 12:22:06,"#BIGNEWS: #Rajasthan Governor Kalraj Mishra appeals to all #COVID19 recovered patients to donate their plasma, says… https://t.co/oNsDHDdaYG","['BIGNEWS', 'Rajasthan', 'COVID19']",Twitter Web App,False
167,BetterWorldCampaign,"Washington, D.C.",Dedicated to a strong U.S.-UN relationship. | Take urgent action in support of WHO: https://t.co/bTRPDgpUuP #WeNeedWHO,2009-07-22 16:59:31,16607,3120,9442,True,2020-07-25 12:22:02,"“Until the day we have a medical vaccine, food is the best vaccine against chaos.”  - @WFPChief David Beasley. 

Am… https://t.co/pEYhGxDRPN",,Buffer,False
168,Ndukaku K. Ogwumike,Email: ndnewmann@gmail.com,Spirit Life,2013-05-09 11:33:17,309,985,811,False,2020-07-25 12:21:57,In Nigeria hapless and unfortunate citizens are taxed ever increasing tariffs for these things. Even without lettin… https://t.co/860upMqDYV,,Twitter for Android,False
169,"Christine Murphy Estes, MM, MA, CCC-SLP","New York, NY","Speech-Language Pathologist, Voice Specialist, Sean Parker Institute for the Voice @WeillCornell. Opinions=mine. Black lives matter. Wear a mask. Be kind.",2018-10-07 02:31:06,622,1220,1121,False,2020-07-25 12:21:51,"Your friendly weekend reminder that COVID didn’t go away because you got bored. 

#wearamask #covid #covid19… https://t.co/5Xjoivu9Ze","['wearamask', 'covid', 'covid19']",Twitter for iPhone,False
170,Elena 💙🌊💙,,"Great things never come from comfort zones.
#Humanity #AnimalLover #Resist #VoteBlue #SavePlanet",2020-05-30 09:47:33,1089,1611,683,False,2020-07-25 12:21:50,Local TV stations owned by Sinclair Broadcast Group are set to air discredited Plandemic researcher's conspiracy th… https://t.co/RBoQTSdsns,,Twitter Web App,False
171,Khaleej Times,United Arab Emirates,News. Trends. Views. Insights. UAE at your fingertips. Delivered specially for you by a news icon.,2009-01-11 07:56:56,565059,1102,493,True,2020-07-25 12:21:50,Photos: #UAE hospital launches support group for #Covid19 patients https://t.co/wLnFggHSQL,"['UAE', 'Covid19']",Twitter Web App,False
172,Suky Spook,England,"Expect the unexpected, it's a deep rabbit hole. Non reliquit lapis qui non reversatur.",2011-07-21 09:49:11,1960,1956,95918,False,2020-07-25 12:21:47,"@Intuitive1966 Yes but 
“we’re learning more about #COVID19 every day” &amp; 
“we’re listening to the science”.… https://t.co/aJW17HoIu8",['COVID19'],Twitter for iPhone,False
173,Qatar Day- Pulse of Nation,"Doha, Qatar","Qatar Day is every individual’s pit stop before they plan a weekend, shopping, or a movie. It is your friend which will make life simpler and mobile.",2010-10-28 10:01:31,27032,753,4468,False,2020-07-25 12:21:47,"Alhamdulillah ❤️
Coronavirus: No deaths reported for 48 hours in Qatar. 🙏🙏🙏

#Qatar #COVID19 #Coronavirus… https://t.co/29PAfpdt5x","['Qatar', 'COVID19', 'Coronavirus']",Twitter Web App,False
174,PranikHealth,"karnataka,bangalore ,india","Healthy lifestyle, a mutual need we all look upon with an addictive struggle to achieve it.",2018-07-24 03:46:42,6,141,1,False,2020-07-25 12:21:46,PRANIK'S Giloy Capsules gives you far-reaching benefits to fight against the infections and boost your immunity.… https://t.co/JlZXHZT1A1,,Twitter Web App,False
175,The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,2012-01-21 16:23:26,22662,109,91,True,2020-07-25 12:21:41,"#COVID19: 5,690 RTPCR/CBNAAT/TrueNat tests and 14,819 Rapid antigen tests conducted today. A total of 9,29,244 test… https://t.co/LtdrWlVZiX",['COVID19'],Twitter Web App,False
176,news junky,,,2016-10-04 17:32:33,5,11,997,False,2020-07-25 12:21:40,@RepMattGaetz @realDonaldTrump @GaetzTakes How much will dead and  #COVID19 sufferers spend?,['COVID19'],Twitter for Android,False
177,TimesJobs,New Delhi,"TimesJobs is India’s leading #career portal, connecting companies with competent professionals. Here we share #hiring news, #career tips, and more. Stay tuned!",2009-03-13 16:56:05,17848,1468,241,False,2020-07-25 12:21:37,"#Virtual #CHRO #PanelDiscussion on Re-imagining #workplaces amid #COVID19 on July 29 
Register @… https://t.co/OQhX0QZD4I","['Virtual', 'CHRO', 'PanelDiscussion', 'workplaces', 'COVID19']",Twitter Web App,False
178,BellaLunaTick,Occupied Shawnee Land,"Heart of Virginny-No Gadsden flag, coal-rollin', MAGA-belchin', battle flag-wavin' BS here #Heretic #NativeAlly #Equality #ShutUpAboutHerLooks @Thricethricebaby",2014-06-19 22:47:31,3133,3115,34146,False,2020-07-25 12:21:35,"@GovernorGreg’s actions killed.  Are still killing.

What’s that word we use for people who willfully and intention… https://t.co/6NUDsOh6zS",,Twitter Web App,False
179,StevenageTico,"Stevenage, Hertfordshire, UK ",Costa Rican (Turrialbeño) living in Stevenage since 89 -a Brit since 94 (and proud of it!); cycling fan! Only Science and Technology will save the human species,2011-05-27 16:07:29,338,838,24047,False,2020-07-25 12:21:35,Are people working in shops supposed to wear face covering? #COVID19 #England,"['COVID19', 'England']",Twitter for iPhone,False
180,Mark Thoms,"Mount Prospect, IL","United Airlines employee, but all thoughts, posts, reposts  and opinions are my own.",2010-01-14 15:23:34,119,455,1886,False,2020-07-25 12:21:34,"Delta flight departing from Detroit has to turn around as 2 guests refuse to wear masks
#airlines 
#coronavirus… https://t.co/vFyQ1AFrB7","['airlines', 'coronavirus']",EveryoneSocial,False
181,James Olusanya Tunde,NIGERIA,"Iyemero Ekiti. Statistician. Data Analyst. Born Teacher. Die-Hard Chelsea Fan. Lover of God, Preacher of the Gospel & Servant of the most high God.",2012-07-12 06:33:32,2110,2353,8416,False,2020-07-25 12:21:32,@fkeyamo Please can someone educate me on the application process since physical presence isn't possible due to… https://t.co/bD3Iek1PkE,,Twitter for Android,False
182,Coronavirus Updates - Alexander Higgins,,An independent citizen journalist that aggregates and reports on news and political issues with a focus on government corruption and environmental activism.,2010-05-02 03:52:20,17463,6810,9897,False,2020-07-25 12:21:26,"Puerto Rico reports 573 new cases and 10 new deaths bringing total confirmed cases there to 14,540 and 201 total de… https://t.co/iNO9S2jXVY",,Alexander Higgins,False
183,DailyaddaaNews,New Delhi,Breaking news alerts from India.,2016-10-22 09:18:42,546,29,88,False,2020-07-25 12:21:26,"1,142 #COVID19 positive cases, 2,137 patients recovered/discharged/migrated and 29 deaths in Delhi today. There are… https://t.co/qF6QYCjcmd",['COVID19'],Twitter Web App,False
184,Michael Schindele,"Sarasota, FL",Air Force Captain Veteran turned Entreprenuer loyal Deplorable that loves his country from Sarasota FL #CodeOfVets @my3monkees 👰🏽 #ConservativesForCongress,2009-11-22 04:35:41,10127,10231,992,False,2020-07-25 12:21:24,"Dying WITH #COVID19 is not the same as

Dying from #COVID19- huge difference.

The #FakeNews and #Democrats are usi… https://t.co/6JY9Z05zEf","['COVID19', 'COVID19', 'FakeNews', 'Democrats']",Twitter for iPhone,False
185,The Name Is Gabe,,"Take photos, drone pilot, sometimes form sentences, and a fan of not dying by 🚴‍♂️ when riding around #ottbike gabe@gabesimages.com",2011-03-05 15:43:43,670,274,41669,False,2020-07-25 12:21:23,If you thought that you would have a shorter line by arrive 45 min early at the brewer testing center.... you would… https://t.co/DQxat0X8xO,,Twitter for iPhone,False
186,Nishant Killedar,"Hyderabad, India","My mantra - Do something new everyday, keep learning ! Technology consultant, Oracle/Cloud/ DevOps/Enterprise, Guitarist, Foodie, NIT Trichy alum",2009-05-11 05:30:47,168,221,145,False,2020-07-25 12:21:18,#Airlines that design #COVID19 recovery plans with human-centered mindset will likely be in the best position to th… https://t.co/aAfvuqvW0v,"['Airlines', 'COVID19']",Dynamic Signal,False
187,Suvendu Adhikari Supporters,"Kolkata, India",Suvendu Adhikari - বাংলার বাঘ | Account managed by the supporters of Suvendu Adhikari,2019-07-03 05:33:54,610,6,0,False,2020-07-25 12:21:16,Deeply saddened by the untimely demise of Constable Krishna Kanta Burman due to #COVID19. He was posted in Hastings… https://t.co/uo48jr8l10,['COVID19'],Twitter Web App,False
188,LatestLY,"Mumbai, India","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd",2017-02-07 05:41:28,62622,348,97,True,2020-07-25 12:21:13,"#Maharashtra Government Cuts Syllabus by 25% For Students in Class 1-12 in View of #COVID19 Pandemic, Says School E… https://t.co/H58P59UuMV","['Maharashtra', 'COVID19']",Twitter Web App,False
189,First India,"Jaipur, India",Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia,2019-04-04 10:16:38,5706,202,118,False,2020-07-25 12:21:12,#Jaipur | Rajasthan Government today started a #PlasmaBank at Sawai Man Singh Hospital in Jaipur for treatment of… https://t.co/J1geY43a16,"['Jaipur', 'PlasmaBank']",Twitter Web App,False
190,Stilt,"San Francisco, CA","Financial services for immigrants, visa holders, and the underserved - https://t.co/VvZcGd5DlB (YC W16)
#BlackLivesMatter",2015-06-02 07:30:16,372,8,65,False,2020-07-25 12:21:10,"@USCIS unlike most of the federal government, largely depends on funding from fees it collects on citizenship, gree… https://t.co/7TCmWf6PU5",,TweetDeck,False
191,Kirby Fowler,"Texas, USA","Mom, wife, runner, Learner of EVERYTHING, Presenter of tech, Creator of things.",2015-02-19 15:51:20,1112,707,2706,False,2020-07-25 12:21:10,"Big Q: Parents: if you have flexibility to work from home or send your child to school, what would data/information… https://t.co/tw7Dz1V0OG",,Twitter Web App,False
192,"I'm not being funny or anything, but...🌹",,#BlackLivesMatter #DefundThePolice📸#DefundThePentagon🗳#Bernie2020🌎#NotMeUs😷#Medicare4All♻️#GND🚀#DownBallotProgressives☀️#DSA🌹#NoGMO🦠#AgGag🐷,2020-06-12 16:28:34,1214,1723,3627,False,2020-07-25 12:21:06,How is the US such a colossal #COVID19 failure? https://t.co/jKcTgTF67V,['COVID19'],Twitter Web App,False
193,Stephanie Anastasiou,,"Creative, writer, artistic",2020-03-11 09:35:56,59,1377,704,False,2020-07-25 12:21:04,#Win a copy of the @positiv_planner with @motherhoodreal to support your #mentalhealth after #Covid19:… https://t.co/6pYVeIIBJm,"['Win', 'mentalhealth', 'Covid19']",Twitter Web App,False
194,Rutland Radio,Rutland,"Greatest Hits for Stamford and Rutland on your radio, through your smart speaker, via the app & online.",2010-10-12 15:16:25,7704,1268,11477,False,2020-07-25 12:21:03,"Rutland's own, supporting #COVID19 testing https://t.co/sVtRf11T3s",['COVID19'],Twitter Web App,False
195,Netha,,"Nation First🚩🇮🇳
Cinema Fanatic . Mahesh Babu . Suriya . Dulquer . Yash 🤘",2020-07-20 16:50:50,2,12,1,False,2020-07-25 12:21:02,@urstrulyMahesh @SCSC_Cyberabad @cyberabadpolice It's time all our beloved survivors of #COVID19 should now be a… https://t.co/QFrBbHlsd7,['COVID19'],Twitter for Android,False
196,Lisa Murray,,"🏡 Sligo, Ireland 📍Edinburgh 🗣 Speech and Language Therapy Student 👩🏻‍🎓 Queen Margaret University",2020-01-27 21:31:42,93,150,587,False,2020-07-25 12:21:02,100% feeling good and 0% some symptoms🙃 Long May it last 🤞🏻 #COVID19 🦠🤛🏻 https://t.co/37Dc8BweJO,['COVID19'],Twitter for iPhone,False
